
int	   end	   flow		cost
806	8294	1374.630000	0.112500;	
807	8293	659.800000	0.125000;	
808	11010	1361.370000	0.127500;	
809	11011	787.270000	0.125000;	
810	10923	950.490000	0.125000;	
811	10922	1701.320000	0.125000;	
812	3876	574.980000	0.112500;	
813	11009	829.410000	0.125000;	
814	11012	758.390000	0.125000;	
815	11013	722.550000	0.125000;	
816	10924	520.780000	0.127500;	
817	11014	625.250000	0.125000;	
818	12302	988.390000	0.112500;	
819	11015	933.270000	0.127500;	
820	11779	847.530000	0.127500;	
821	11781	1089.590000	0.125000;	
822	11017	2467.460000	0.252500;	
823	12033	423.240000	0.112500;	
824	8506	392.910000	0.125000;	
825	11016	603.450000	0.125000;	
826	11780	381.660000	0.125000;	
827	11018	59.640000	0.252500;	
828	11019	142.210000	0.252500;	
829	11020	1147.880000	0.252500;	
830	11021	41.990000	0.250000;	
831	11022	146.520000	0.250000;	
832	11023	285.340000	0.250000;	
833	11024	1.690000	0.250000;	
834	11025	187.190000	0.250000;	
835	11026	477.490000	0.250000;	
836	11027	946.870000	0.222500;	
837	11028	11.030000	0.212500;	
838	11029	9.880000	0.212500;	
839	11030	1799.920000	0.257500;	
840	11031	838.320000	0.250000;	
841	11032	2421.420000	0.252500;	
842	11033	365.050000	0.255000;	
843	11034	1104.690000	0.252500;	
844	11782	776.360000	0.127500;	
845	11784	842.590000	0.125000;	
846	11035	816.550000	0.127500;	
847	11783	858.970000	0.125000;	
848	11039	274.070000	0.177500;	
849	11040	109.670000	0.190000;	
850	11041	204.710000	0.265000;	
851	11036	912.820000	0.250000;	
852	11037	272.800000	0.250000;	
853	11038	98.740000	0.250000;	
854	11045	379.790000	0.102500;	
855	11046	753.120000	0.125000;	
856	11047	399.080000	0.122500;	
857	11048	851.480000	0.122500;	
858	11049	897.510000	0.122500;	
859	11050	0.000000	0.125000;	
860	11051	239.500000	0.105000;	
861	11052	454.660000	0.127500;	
862	11053	655.170000	0.125000;	
863	11054	700.340000	0.125000;	
864	11055	1406.860000	0.125000;	
865	11056	4.810000	0.125000;	
866	11057	234.440000	0.105000;	
867	11058	382.510000	0.127500;	
868	11059	832.730000	0.125000;	
869	11060	520.760000	0.127500;	
870	11061	740.160000	0.127500;	
871	11062	590.140000	0.125000;	
872	11063	372.400000	0.107500;	
873	11064	807.310000	0.125000;	
874	11065	655.520000	0.125000;	
875	11066	189.330000	0.125000;	
876	11067	294.160000	0.127500;	
877	11068	652.500000	0.125000;	
878	11069	786.800000	0.107500;	
879	11070	984.680000	0.125000;	
880	11071	938.150000	0.127500;	
881	11072	477.390000	0.125000;	
882	11073	1258.270000	0.125000;	
883	11074	510.540000	0.125000;	
884	11075	591.910000	0.110000;	
885	11076	711.660000	0.125000;	
886	11077	1153.000000	0.125000;	
887	11078	544.020000	0.125000;	
888	11079	872.910000	0.125000;	
889	11080	715.160000	0.125000;	
890	11081	374.250000	0.112500;	
891	11082	762.940000	0.127500;	
892	11083	1012.520000	0.130000;	
893	11084	711.120000	0.130000;	
894	11085	877.130000	0.130000;	
895	11086	849.590000	0.130000;	
896	11087	457.550000	0.110000;	
897	11088	699.280000	0.127500;	
898	11089	765.730000	0.127500;	
899	11090	738.990000	0.127500;	
900	11091	865.800000	0.125000;	
901	11092	634.900000	0.125000;	
902	11093	610.580000	0.112500;	
903	11094	718.700000	0.125000;	
904	11095	579.280000	0.127500;	
905	11096	485.240000	0.125000;	
906	11097	665.230000	0.125000;	
907	11098	731.350000	0.125000;	
908	11099	1360.390000	0.115000;	
909	11100	496.660000	0.125000;	
910	11101	1059.110000	0.125000;	
911	11102	854.830000	0.125000;	
912	11103	1726.060000	0.125000;	
913	11104	826.660000	0.122500;	
914	11105	1054.880000	0.120000;	
915	11106	1652.050000	0.125000;	
916	11107	819.360000	0.127500;	
917	11108	623.550000	0.125000;	
918	11109	1914.400000	0.125000;	
919	11110	208.090000	0.125000;	
920	11111	497.340000	0.122500;	
921	11112	345.600000	0.125000;	
922	11113	480.790000	0.125000;	
923	11114	316.610000	0.122500;	
924	11115	213.490000	0.125000;	
925	11116	247.540000	0.125000;	
926	11117	491.020000	0.122500;	
927	11118	740.190000	0.125000;	
928	11119	757.700000	0.125000;	
929	11120	761.580000	0.125000;	
930	11121	479.720000	0.125000;	
931	11122	901.500000	0.125000;	
932	11123	377.170000	0.122500;	
933	11124	948.900000	0.125000;	
934	11125	814.520000	0.125000;	
935	11126	595.330000	0.125000;	
936	11127	789.510000	0.125000;	
937	11128	712.330000	0.125000;	
938	11129	378.730000	0.122500;	
939	11130	535.050000	0.125000;	
940	11131	972.660000	0.125000;	
941	11132	492.100000	0.125000;	
942	11133	947.680000	0.125000;	
943	11134	449.560000	0.125000;	
944	11135	659.380000	0.122500;	
945	11136	517.880000	0.127500;	
946	11137	803.950000	0.125000;	
947	11138	439.730000	0.125000;	
948	11139	772.850000	0.125000;	
949	11140	278.980000	0.125000;	
950	11141	621.950000	0.120000;	
951	11142	856.610000	0.125000;	
952	11143	598.380000	0.125000;	
953	11144	889.680000	0.125000;	
954	11145	563.250000	0.125000;	
955	11146	798.460000	0.125000;	
956	11147	415.000000	0.122500;	
957	11148	362.190000	0.125000;	
958	11149	446.650000	0.125000;	
959	11150	468.900000	0.125000;	
960	11151	558.870000	0.125000;	
961	11152	406.610000	0.125000;	
962	11042	405.320000	0.247500;	
963	11043	252.260000	0.252500;	
964	11044	816.610000	0.235000;	
965	7077	76.250000	0.175000;	
966	2257	0.000000	0.165000;	
967	11785	366.410000	0.110000;	
968	11787	91.390000	0.125000;	
969	11154	1964.740000	0.252500;	
970	11155	2337.870000	0.255000;	
971	11153	288.920000	0.110000;	
972	11786	264.160000	0.125000;	
973	11156	955.490000	0.237500;	
974	9786	423.800000	0.127500;	
975	11157	576.140000	0.127500;	
976	9789	435.590000	0.127500;	
977	12349	135.490000	0.127500;	
978	6344	427.890000	0.125000;	
979	9787	865.050000	0.127500;	
980	9788	793.670000	0.127500;	
981	6345	540.920000	0.127500;	
982	11159	2098.270000	0.240000;	
983	3939	590.810000	0.125000;	
984	10282	667.290000	0.127500;	
985	11161	1780.380000	0.255000;	
986	9776	791.980000	0.125000;	
987	6362	539.610000	0.127500;	
988	11162	49.660000	0.107500;	
989	11163	357.950000	0.122500;	
990	11164	1256.080000	0.125000;	
991	11165	499.900000	0.125000;	
992	11166	384.950000	0.125000;	
993	11167	327.230000	0.130000;	
994	11168	346.640000	0.110000;	
995	11169	318.240000	0.127500;	
996	11170	614.660000	0.127500;	
997	11171	516.050000	0.127500;	
998	11172	665.930000	0.127500;	
999	11173	191.380000	0.130000;	
1000	11174	268.080000	0.110000;	
1001	11175	803.710000	0.125000;	
1002	11176	1031.850000	0.127500;	
1003	11177	755.760000	0.125000;	
1004	11178	619.720000	0.127500;	
1005	11179	481.820000	0.127500;	
1006	11180	456.070000	0.110000;	
1007	11181	450.590000	0.127500;	
1008	11182	608.920000	0.125000;	
1009	11183	981.710000	0.125000;	
1010	11184	703.460000	0.127500;	
1011	11185	343.550000	0.125000;	
1012	11186	669.970000	0.240000;	
1013	11187	1660.350000	0.252500;	
1014	11188	1136.620000	0.252500;	
1015	11788	507.880000	0.117500;	
1016	11790	804.950000	0.127500;	
1017	11791	1099.790000	0.127500;	
1018	11793	252.180000	0.127500;	
1019	11200	2358.430000	0.250000;	
1020	11198	1057.070000	0.117500;	
1021	11789	855.350000	0.125000;	
1022	11199	1024.740000	0.125000;	
1023	11792	690.670000	0.125000;	
1024	11201	2639.840000	0.250000;	
1025	11202	2318.440000	0.252500;	
1026	11203	2677.000000	0.250000;	
1027	11204	2677.460000	0.252500;	
1028	11205	785.560000	0.250000;	
1029	11206	2652.330000	0.250000;	
1030	11207	15.730000	0.252500;	
1031	11208	829.540000	0.250000;	
1032	11209	1233.170000	0.250000;	
1033	11210	106.950000	0.255000;	
1034	11211	268.590000	0.252500;	
1035	11212	1473.670000	0.252500;	
1036	11213	727.090000	0.252500;	
1037	11214	657.970000	0.250000;	
1038	11215	999.060000	0.252500;	
1039	11216	243.310000	0.250000;	
1040	11217	2017.480000	0.250000;	
1041	11218	1019.730000	0.250000;	
1042	11219	0.190000	0.250000;	
1043	11220	888.130000	0.250000;	
1044	11221	629.150000	0.250000;	
1045	11222	188.890000	0.252500;	
1046	11223	1401.860000	0.250000;	
1047	11224	397.190000	0.252500;	
1048	11794	165.200000	0.125000;	
1049	11796	22.880000	0.125000;	
1050	11797	101.020000	0.125000;	
1051	11799	436.750000	0.125000;	
1052	11800	86.470000	0.125000;	
1053	11802	496.000000	0.127500;	
1054	11225	38.970000	0.125000;	
1055	11795	189.070000	0.127500;	
1056	11226	1067.480000	0.125000;	
1057	11798	783.140000	0.127500;	
1058	11227	380.920000	0.125000;	
1059	11801	605.550000	0.127500;	
1060	11803	4.480000	0.120000;	
1061	11805	28.900000	0.122500;	
1062	11806	187.940000	0.122500;	
1063	11808	474.130000	0.125000;	
1064	11809	891.250000	0.125000;	
1065	11811	1078.240000	0.125000;	
1066	11228	47.210000	0.120000;	
1067	11804	188.550000	0.125000;	
1068	11229	1274.560000	0.125000;	
1069	11807	87.170000	0.125000;	
1070	11230	406.300000	0.125000;	
1071	11810	362.660000	0.127500;	
1072	9835	129.570000	0.120000;	
1073	11231	332.130000	0.125000;	
1074	11232	497.710000	0.252500;	
1075	11233	787.610000	0.250000;	
1076	7542	604.370000	0.117500;	
1077	4672	391.190000	0.125000;	
1078	11234	306.090000	0.210000;	
1079	11235	777.460000	0.210000;	
1080	11236	0.000000	0.090000;	
1081	11237	1017.900000	0.250000;	
1082	11238	1419.010000	0.250000;	
1083	11239	83.670000	0.105000;	
1084	11240	567.910000	0.250000;	
1085	11241	1321.170000	0.260000;	
1086	11242	248.070000	0.127500;	
1087	11243	477.030000	0.125000;	
1088	11244	141.810000	0.125000;	
1089	11245	13.470000	0.135000;	
1090	11246	454.920000	0.125000;	
1091	11247	707.520000	0.125000;	
1092	11248	588.880000	0.125000;	
1093	11249	83.190000	0.135000;	
1094	11250	594.320000	0.125000;	
1095	11251	1027.130000	0.125000;	
1096	11252	999.580000	0.125000;	
1097	11253	42.610000	0.120000;	
1098	11254	901.960000	0.125000;	
1099	11255	1148.050000	0.125000;	
1100	11256	1561.260000	0.152500;	
1101	11257	673.320000	0.125000;	
1102	11258	772.890000	0.125000;	
1103	11259	1165.370000	0.130000;	
1104	11260	37.740000	0.125000;	
1105	11261	853.630000	0.125000;	
1106	11262	1197.150000	0.122500;	
1107	11263	161.180000	0.125000;	
1108	11264	934.120000	0.125000;	
1109	11265	1245.940000	0.120000;	
1110	11266	242.580000	0.125000;	
1111	11267	1087.050000	0.125000;	
1112	11268	287.450000	0.115000;	
1113	11269	614.020000	0.125000;	
1114	11270	386.100000	0.125000;	
1115	11271	14.160000	0.112500;	
1116	11272	331.830000	0.125000;	
1117	11273	299.150000	0.125000;	
1118	11274	398.790000	0.122500;	
1119	11275	45.600000	0.125000;	
1120	11276	79.660000	0.125000;	
1121	11277	538.210000	0.140000;	
1122	11278	123.430000	0.125000;	
1123	11279	82.790000	0.125000;	
1124	11280	445.210000	0.125000;	
1125	11281	198.450000	0.100000;	
1126	11282	47.450000	0.125000;	
1127	11283	146.890000	0.125000;	
1128	11284	189.750000	0.125000;	
1129	11285	83.370000	0.117500;	
1130	11286	361.350000	0.125000;	
1131	11287	162.270000	0.125000;	
1132	11288	326.380000	0.125000;	
1133	11289	246.300000	0.140000;	
1134	11290	219.920000	0.127500;	
1135	11291	170.520000	0.125000;	
1136	11292	192.650000	0.125000;	
1137	11293	795.250000	0.125000;	
1138	11294	305.890000	0.105000;	
1139	11295	132.950000	0.127500;	
1140	11296	309.180000	0.125000;	
1141	11297	180.920000	0.125000;	
1142	11298	379.090000	0.125000;	
1143	11299	813.400000	0.137500;	
1144	11300	178.300000	0.127500;	
1145	11301	550.990000	0.125000;	
1146	11302	528.160000	0.125000;	
1147	11303	501.020000	0.125000;	
1148	11304	394.260000	0.125000;	
1149	11305	190.730000	0.112500;	
1150	11306	881.600000	0.127500;	
1151	11307	536.530000	0.125000;	
1152	11308	826.900000	0.125000;	
1153	11309	426.290000	0.125000;	
1154	11310	321.680000	0.125000;	
1155	11311	579.240000	0.147500;	
1156	11312	129.410000	0.347500;	
1157	11313	104.030000	0.340000;	
1158	11314	63.330000	0.382500;	
1159	11315	372.120000	0.375000;	
1160	11316	400.140000	0.257500;	
1161	11317	406.320000	0.250000;	
1162	11318	1158.750000	0.250000;	
1163	11319	267.530000	0.255000;	
1164	8338	51.550000	0.127500;	
1165	8341	447.930000	0.125000;	
1166	11321	1316.470000	0.250000;	
1167	11320	36.540000	0.125000;	
1168	3228	96.470000	0.125000;	
1169	11322	1271.270000	0.255000;	
1170	11323	402.610000	0.252500;	
1171	11324	1319.570000	0.250000;	
1172	11325	379.940000	0.255000;	
1173	11326	433.230000	0.250000;	
1174	11327	1494.730000	0.250000;	
1175	11328	1168.290000	0.252500;	
1176	8162	723.250000	0.127500;	
1177	8117	231.800000	0.125000;	
1178	11330	562.880000	0.250000;	
1179	11329	882.630000	0.125000;	
1180	8130	407.460000	0.125000;	
1181	11331	2875.210000	0.252500;	
1182	11332	1587.770000	0.250000;	
1183	11333	305.830000	0.250000;	
1184	11334	1767.150000	0.250000;	
1185	11335	843.080000	0.250000;	
1186	11336	134.870000	0.250000;	
1187	11337	361.090000	0.250000;	
1188	11338	1211.000000	0.250000;	
1189	11339	953.460000	0.250000;	
1190	11340	1450.370000	0.250000;	
1191	11341	2358.720000	0.252500;	
1192	11342	877.850000	0.250000;	
1193	11343	1067.940000	0.220000;	
1194	11344	103.810000	0.217500;	
1195	11345	15.860000	0.215000;	
1196	11346	506.920000	0.250000;	
1197	11347	164.430000	0.252500;	
1198	11348	90.990000	0.250000;	
1199	11349	295.150000	0.247500;	
1200	11350	465.290000	0.250000;	
1201	11351	693.620000	0.250000;	
1202	11352	303.200000	0.247500;	
1203	11353	414.350000	0.252500;	
1204	11354	680.830000	0.252500;	
1205	11355	2362.280000	0.247500;	
1206	11356	1088.510000	0.250000;	
1207	11357	269.010000	0.252500;	
1208	11358	425.780000	0.247500;	
1209	11359	749.330000	0.250000;	
1210	11360	933.960000	0.252500;	
1211	11361	57.410000	0.247500;	
1212	11362	23.040000	0.250000;	
1213	11363	133.060000	0.250000;	
1214	11364	99.430000	0.247500;	
1215	11365	45.320000	0.250000;	
1216	11366	787.720000	0.250000;	
1217	11367	78.030000	0.247500;	
1218	11368	146.640000	0.250000;	
1219	11369	1162.700000	0.250000;	
1220	11370	401.350000	0.247500;	
1221	11371	295.950000	0.250000;	
1222	11372	361.520000	0.250000;	
1223	11373	1525.110000	0.250000;	
1224	11374	1288.040000	0.250000;	
1225	11375	186.020000	0.250000;	
1226	11376	818.660000	0.250000;	
1227	11377	715.850000	0.250000;	
1228	11378	354.940000	0.250000;	
1229	11379	37.090000	0.220000;	
1230	11380	396.840000	0.217500;	
1231	11381	0.950000	0.250000;	
1232	11382	208.370000	0.250000;	
1233	11383	359.320000	0.252500;	
1234	11384	405.500000	0.250000;	
1235	11385	922.830000	0.250000;	
1236	11386	683.050000	0.250000;	
1237	11387	349.790000	0.250000;	
1238	11388	485.640000	0.250000;	
1239	11389	159.400000	0.250000;	
1240	11390	335.270000	0.250000;	
1241	11391	106.510000	0.252500;	
1242	11392	35.390000	0.252500;	
1243	11393	336.680000	0.250000;	
1244	11394	517.380000	0.252500;	
1245	11395	267.410000	0.250000;	
1246	11396	1140.510000	0.250000;	
1247	11397	264.780000	0.252500;	
1248	11398	797.420000	0.250000;	
1249	11399	471.510000	0.252500;	
1250	11400	268.410000	0.252500;	
1251	11401	156.920000	0.252500;	
1252	11402	1180.770000	0.252500;	
1253	11499	46.650000	0.247500;	
1254	11500	407.790000	0.250000;	
1255	11501	1429.160000	0.250000;	
1256	11502	63.530000	0.250000;	
1257	12446	76.290000	0.125000;	
1258	12486	373.380000	0.122500;	
1259	11504	2087.510000	0.247500;	
1260	12448	140.950000	0.125000;	
1261	12449	1338.320000	0.122500;	
1262	11505	539.570000	0.250000;	
1263	11506	1373.500000	0.250000;	
1264	11507	428.370000	0.250000;	
1265	11508	163.130000	0.217500;	
1266	11509	185.530000	0.097500;	
1267	11510	565.180000	0.095000;	
1268	11511	226.960000	0.092500;	
1269	11512	231.590000	0.092500;	
1270	11513	574.880000	0.125000;	
1271	11514	785.640000	0.125000;	
1272	11515	681.680000	0.125000;	
1273	11516	1197.460000	0.125000;	
1274	11517	68.160000	0.240000;	
1275	11518	304.240000	0.125000;	
1276	11519	956.750000	0.125000;	
1277	11520	1364.590000	0.125000;	
1278	11521	1280.650000	0.125000;	
1279	11522	377.460000	0.125000;	
1280	11523	793.210000	0.125000;	
1281	11524	545.780000	0.125000;	
1282	11525	880.060000	0.125000;	
1283	11526	288.420000	0.237500;	
1284	11527	0.000000	0.125000;	
1285	11528	409.530000	0.125000;	
1286	11529	257.900000	0.125000;	
1287	11530	180.300000	0.125000;	
1288	11531	8.440000	0.125000;	
1289	11532	423.110000	0.127500;	
1290	11533	489.270000	0.127500;	
1291	11534	12.900000	0.127500;	
1292	11535	161.240000	0.237500;	
1293	11536	327.630000	0.250000;	
1294	11537	455.580000	0.250000;	
1295	11538	117.350000	0.237500;	
1296	11539	381.250000	0.252500;	
1297	11540	494.730000	0.250000;	
1298	11541	418.250000	0.237500;	
1299	12652	534.450000	0.125000;	
1300	12655	534.040000	0.125000;	
1301	11543	1831.890000	0.250000;	
1302	9754	1184.390000	0.125000;	
1303	9172	710.290000	0.125000;	
1304	11544	116.070000	0.237500;	
1305	12718	466.290000	0.127500;	
1306	11545	914.210000	0.125000;	
1307	11546	835.200000	0.250000;	
1308	12766	177.550000	0.122500;	
1309	12763	187.100000	0.122500;	
1310	11547	71.520000	0.237500;	
1311	11548	1800.740000	0.250000;	
1312	11549	1099.700000	0.252500;	
1313	11550	129.470000	0.237500;	
1314	11551	893.160000	0.250000;	
1315	11552	289.470000	0.252500;	
1316	11553	3.190000	0.112500;	
1317	11554	263.670000	0.125000;	
1318	11555	502.500000	0.127500;	
1319	11556	76.960000	0.125000;	
1320	11557	71.980000	0.125000;	
1321	11558	201.460000	0.125000;	
1322	11559	202.210000	0.115000;	
1323	11560	143.280000	0.125000;	
1324	11561	562.460000	0.127500;	
1325	11562	233.100000	0.125000;	
1326	11563	604.120000	0.125000;	
1327	11564	590.510000	0.125000;	
1328	11565	831.270000	0.115000;	
1329	11566	720.060000	0.125000;	
1330	11567	868.110000	0.125000;	
1331	11568	907.740000	0.127500;	
1332	11569	738.170000	0.125000;	
1333	11570	400.590000	0.125000;	
1334	11571	456.050000	0.115000;	
1335	11572	678.660000	0.125000;	
1336	11573	1038.300000	0.125000;	
1337	11574	1070.450000	0.125000;	
1338	11575	1238.240000	0.125000;	
1339	11576	475.230000	0.125000;	
1340	11577	279.660000	0.115000;	
1341	11578	315.140000	0.122500;	
1342	11579	798.410000	0.125000;	
1343	11580	1368.250000	0.125000;	
1344	11581	822.110000	0.125000;	
1345	11582	39.110000	0.125000;	
1346	11583	256.960000	0.115000;	
1347	11584	771.130000	0.125000;	
1348	11585	486.700000	0.125000;	
1349	11586	547.120000	0.125000;	
1350	11587	242.180000	0.125000;	
1351	11588	102.610000	0.125000;	
1352	11589	46.680000	0.375000;	
1353	11590	88.210000	0.377500;	
1354	11591	57.490000	0.375000;	
1355	11592	264.030000	0.375000;	
1356	11593	91.080000	0.347500;	
1357	11594	170.470000	0.357500;	
1358	11595	63.580000	0.362500;	
1359	11596	267.360000	0.377500;	
1360	11597	323.940000	0.362500;	
1361	11598	475.530000	0.377500;	
1362	11599	285.000000	0.362500;	
1363	11600	391.950000	0.377500;	
1364	11601	427.850000	0.365000;	
1365	11602	111.320000	0.377500;	
1366	11603	152.520000	0.365000;	
1367	11604	34.260000	0.377500;	
1368	11605	115.270000	0.365000;	
1369	11606	309.680000	0.377500;	
1370	11607	349.550000	0.360000;	
1371	11608	208.920000	0.372500;	
1372	11609	66.540000	0.377500;	
1373	11610	105.920000	0.375000;	
1374	11611	155.440000	0.375000;	
1375	11612	311.770000	0.375000;	
1376	11613	76.410000	0.350000;	
1377	11614	128.390000	0.365000;	
1378	11615	24.840000	0.360000;	
1379	11616	36.470000	0.377500;	
1380	11617	75.910000	0.362500;	
1381	11618	77.720000	0.375000;	
1382	11619	129.700000	0.365000;	
1383	11620	52.400000	0.375000;	
1384	11621	59.910000	0.362500;	
1385	11622	30.950000	0.375000;	
1386	11623	33.930000	0.362500;	
1387	11624	107.840000	0.377500;	
1388	11625	56.770000	0.362500;	
1389	11626	25.050000	0.375000;	
1390	11627	60.250000	0.365000;	
1391	11628	224.810000	0.375000;	
1392	11415	328.780000	0.345000;	
1393	11416	103.110000	0.345000;	
